["keygen", 0.068206299, 2.35556006, 50000]
["keygen", 2.355632164, 4.64881467, 50000]
["nonce", 0.0017937460000000001, 2.437238265, 50000]
["encrypt", 2.437362004, 4.763538722, 40000]
["nonce", 0.001559562, 2.446223986, 50000]
["decrypt", 0.0020856380000000003, 2.583273884, 350000]
["keygen", 2.5834064899999998, 4.915240629, 50000]
["encrypt", 4.915292362, 7.251750147, 40000]
["encrypt", 7.251808061, 9.660752085, 40000]
["decrypt", 2.446427716, 5.4710295, 350000]
["decrypt", 4.7636743500000005, 7.634149249, 350000]
["nonce", 7.634206997, 10.253080612, 50000]
["encrypt", 10.253130538, 12.569872532, 40000]
["decrypt", 5.471151809, 7.719485865, 350000]
["encrypt", 7.719551881, 10.019105533, 40000]
["decrypt", 12.569983278, 14.851711942, 350000]
