["keygen", 0.068967924, 2.363361492, 50000]
["keygen", 2.3634360340000002, 4.656882347, 50000]
["nonce", 0.0017562130000000002, 2.4212542790000002, 50000]
["encrypt", 2.421383388, 4.742010704, 40000]
["nonce", 0.0015490430000000002, 2.428666831, 50000]
["decrypt", 0.002046828, 2.475735613, 350000]
["keygen", 2.475865529, 4.775417851, 50000]
["encrypt", 4.775468538, 7.105342084, 40000]
["encrypt", 7.105400189, 9.483728258, 40000]
["decrypt", 2.428871832, 5.395821874, 350000]
["decrypt", 4.742153939, 7.350844359, 350000]
["nonce", 7.350916688, 9.832728062, 50000]
["encrypt", 9.832782257, 12.118376926, 40000]
["decrypt", 5.395943008, 7.617228192, 350000]
["encrypt", 7.617295089, 9.907873168, 40000]
["decrypt", 12.118490641, 14.247431097, 350000]
