["keygen", 0.070732734, 2.355960945, 50000]
["keygen", 2.356032402, 4.642035702, 50000]
["nonce", 0.001809395, 2.432871017, 50000]
["encrypt", 2.432987679, 4.830812576, 40000]
["nonce", 0.0015501710000000001, 2.434300171, 50000]
["decrypt", 0.002074271, 2.544174905, 350000]
["keygen", 2.544308674, 4.872574934, 50000]
["encrypt", 4.872625489, 7.521187207, 40000]
["encrypt", 7.521246127, 9.933085133, 40000]
["decrypt", 2.4345091930000002, 5.5001427320000005, 350000]
["decrypt", 4.830950386, 7.60872862, 350000]
["nonce", 7.608786228, 10.168001758, 50000]
["encrypt", 10.168053023, 12.474598336, 40000]
["decrypt", 5.500268134, 7.76413445, 350000]
["encrypt", 7.764206616, 10.070072707, 40000]
["decrypt", 12.474708618, 14.668481585, 350000]
