["keygen", 0.073519317, 2.384852, 50000]
["keygen", 2.384924578, 4.695142067, 50000]
["nonce", 0.0017893370000000002, 2.606437395, 50000]
["encrypt", 2.606563839, 4.994334669000001, 40000]
["nonce", 0.0015462730000000001, 2.467496352, 50000]
["decrypt", 0.002069993, 2.559836507, 350000]
["keygen", 2.559977418, 4.9032556, 50000]
["encrypt", 4.903314663, 7.314085717, 40000]
["encrypt", 7.314142229, 9.808054518, 40000]
["decrypt", 2.467712586, 5.56938841, 350000]
["decrypt", 4.994469156, 7.715176156, 350000]
["nonce", 7.715247595, 10.204322811, 50000]
["encrypt", 10.204375507, 12.549247726, 40000]
["decrypt", 5.569515576, 7.854928447, 350000]
["encrypt", 7.854994809, 10.195042073, 40000]
["decrypt", 12.549359224, 14.846685657, 350000]
