["keygen", 0.072628748, 2.5158239079999998, 50000]
["keygen", 2.5158977140000003, 4.844183747, 50000]
["nonce", 0.001793228, 2.456509449, 50000]
["encrypt", 2.456630945, 4.810880984, 40000]
["nonce", 0.001564861, 2.474149068, 50000]
["decrypt", 0.002030155, 2.4916268390000003, 350000]
["keygen", 2.491755381, 4.8380449720000005, 50000]
["encrypt", 4.838096813, 7.214272352, 40000]
["encrypt", 7.214327797, 9.68743317, 40000]
["decrypt", 2.474354654, 5.512692703, 350000]
["decrypt", 4.811019577, 7.460214779, 350000]
["nonce", 7.46027502, 10.019970207, 50000]
["encrypt", 10.020029786, 12.604651063, 40000]
["decrypt", 5.512813341, 7.752983268, 350000]
["encrypt", 7.753056626, 10.088635248, 40000]
["decrypt", 12.604774582, 14.979897434, 350000]
