["keygen", 0.07243809100000001, 2.36259376, 50000]
["keygen", 2.362663666, 4.646574977, 50000]
["nonce", 0.0017789890000000001, 2.430960919, 50000]
["encrypt", 2.43108976, 4.753110492, 40000]
["nonce", 0.0015525410000000002, 2.431941419, 50000]
["decrypt", 0.001981357, 2.467332839, 350000]
["keygen", 2.467480952, 4.768188236, 50000]
["encrypt", 4.768239181, 7.099149237, 40000]
["encrypt", 7.099207196, 9.482564364, 40000]
["decrypt", 2.432149819, 5.367784116, 350000]
["decrypt", 4.753252307, 7.464754166, 350000]
["nonce", 7.464824241, 9.901254345, 50000]
["encrypt", 9.90130907, 12.421274352, 40000]
["decrypt", 5.367896258, 7.571177299, 350000]
["encrypt", 7.571245082, 9.854106889, 40000]
["decrypt", 12.421376325, 14.645241645, 350000]
