["keygen", 0.062288789000000004, 2.370627598, 50000]
["keygen", 2.3706994200000002, 4.69685006, 50000]
["nonce", 0.0017892070000000001, 2.427192432, 50000]
["encrypt", 2.427314915, 4.775475815, 40000]
["nonce", 0.0015597130000000001, 2.452613508, 50000]
["decrypt", 0.001984984, 2.483827829, 350000]
["keygen", 2.483959718, 4.787824286, 50000]
["encrypt", 4.787876925, 7.297369364, 40000]
["encrypt", 7.297428083, 9.726966574, 40000]
["decrypt", 2.452818018, 5.470192606, 350000]
["decrypt", 4.775611455, 7.4649932450000005, 350000]
["nonce", 7.465063741, 9.946802725, 50000]
["encrypt", 9.946855091, 12.257755837, 40000]
["decrypt", 5.47031673, 7.711079536, 350000]
["encrypt", 7.711142606, 10.038324384, 40000]
["decrypt", 12.257867728, 14.48998983, 350000]
