["keygen", 0.069599981, 2.405362596, 50000]
["keygen", 2.405447319, 4.740983206, 50000]
["nonce", 0.0017919530000000002, 2.582344676, 50000]
["encrypt", 2.582465437, 4.957771028, 40000]
["nonce", 0.001534142, 2.479446989, 50000]
["decrypt", 0.0020303400000000003, 2.51547708, 350000]
["keygen", 2.515608351, 4.838776961, 50000]
["encrypt", 4.838830603, 7.358285116, 40000]
["encrypt", 7.358347542, 9.855983675000001, 40000]
["decrypt", 2.479650636, 5.484801325, 350000]
["decrypt", 4.957903391, 7.60184114, 350000]
["nonce", 7.6018949110000005, 10.077290811, 50000]
["encrypt", 10.077355781, 12.407664355, 40000]
["decrypt", 5.484929999, 7.864746609, 350000]
["encrypt", 7.864812508, 10.200866603, 40000]
["decrypt", 12.407779243, 14.64816998, 350000]
