Results for: ns_sk_fixed_python2L
1	nonce	0.0485080645
1	encrypt	0.058704022499999994
1	nonce	0.04902107590000001
1	decrypt	0.007090979557142857
1	keygen	0.04607729136
1	encrypt	0.06273731097499999
1	encrypt	0.060738462275000016
1	decrypt	0.008621070251428574
1	decrypt	0.007683947971428573
1	nonce	0.04963477967999999
1	encrypt	0.05777251864999999
1	decrypt	0.006402179445714283
1	encrypt	0.058179544449999974
1	decrypt	0.00637749172
2	nonce	0.049396465699999996
2	encrypt	0.060204682974999986
2	nonce	0.04933238308
2	decrypt	0.007594397885714285
2	keygen	0.046462275120000014
2	encrypt	0.06471477722499998
2	encrypt	0.06256956814999999
2	decrypt	0.00863918084
2	decrypt	0.008549323188571429
2	nonce	0.049584224959999985
2	encrypt	0.05939182889999999
2	decrypt	0.006775885925714287
2	encrypt	0.0606614132
2	decrypt	0.006355888720000001
3	nonce	0.048991313780000004
3	encrypt	0.059600530624999995
3	nonce	0.04944648932
3	decrypt	0.007364268211428572
3	keygen	0.04642395364
3	encrypt	0.064023721
3	encrypt	0.06229713835000001
3	decrypt	0.008626672522857143
3	decrypt	0.007833777891428573
3	nonce	0.049256214760000014
3	encrypt	0.05875739497499999
3	decrypt	0.00636240225142857
3	encrypt	0.059145926500000015
3	decrypt	0.006518925708571431
4	nonce	0.04820533206
4	encrypt	0.05989829565
4	nonce	0.048155295199999996
4	decrypt	0.006970508014285714
4	keygen	0.04555169926
4	encrypt	0.065992772
4	encrypt	0.060347200724999994
4	decrypt	0.008431130919999998
4	decrypt	0.0075746128257142865
4	nonce	0.04829371772000002
4	encrypt	0.05732969734999998
4	decrypt	0.006341504142857143
4	encrypt	0.05700059282499998
4	decrypt	0.006165137388571427
5	nonce	0.0482508991
5	encrypt	0.05784528840000001
5	nonce	0.049042131319999994
5	decrypt	0.007003673991428571
5	keygen	0.045586803040000005
5	encrypt	0.058214017024999995
5	encrypt	0.05968173920000002
5	decrypt	0.009090853811428573
5	decrypt	0.008813068231428575
5	nonce	0.048533920240000014
5	encrypt	0.057937211750000016
5	decrypt	0.00628690404857143
5	encrypt	0.05684388879999997
5	decrypt	0.006717765114285713
6	nonce	0.04838996132
6	encrypt	0.0580156829
6	nonce	0.04854235576000001
6	decrypt	0.007067682242857142
6	keygen	0.04599104644
6	encrypt	0.05824683865
6	encrypt	0.059458201724999986
6	decrypt	0.00847700012
6	decrypt	0.0074534012
6	nonce	0.04963622747999999
6	encrypt	0.057139866725
6	decrypt	0.006346529097142857
6	encrypt	0.057264451975000005
6	decrypt	0.006082687017142859
7	nonce	0.04864007068
7	encrypt	0.05829377807500001
7	nonce	0.0486767482
7	decrypt	0.007239110385714286
7	keygen	0.04676454660000001
7	encrypt	0.05866161037499999
7	encrypt	0.06126303174999998
7	decrypt	0.008754620457142856
7	decrypt	0.00770707582
7	nonce	0.048802404420000015
7	encrypt	0.057477402699999965
7	decrypt	0.00645928415142857
7	encrypt	0.057174921675
7	decrypt	0.0064321461257142885
8	nonce	0.04859231485999999
8	encrypt	0.05766736504999998
8	nonce	0.048531606580000004
8	decrypt	0.0073472131828571435
8	keygen	0.04570510840000001
8	encrypt	0.05935518312500001
8	encrypt	0.05921173662500001
8	decrypt	0.00850475946857143
8	decrypt	0.007529002182857142
8	nonce	0.04970805184000001
8	encrypt	0.05683256320000001
8	decrypt	0.006398945662857145
8	encrypt	0.05683916440000001
8	decrypt	0.006290871080000002
9	nonce	0.04918685258
9	encrypt	0.06017737555
9	nonce	0.04876884896
9	decrypt	0.007435126625714286
9	keygen	0.046336760420000005
9	encrypt	0.060320899449999986
9	encrypt	0.06421144437500001
9	decrypt	0.008995669182857142
9	decrypt	0.007708620079999999
9	nonce	0.05031847672000001
9	encrypt	0.05810063690000003
9	decrypt	0.006758973211428572
9	encrypt	0.058545293699999994
9	decrypt	0.006531258479999999
10	nonce	0.04768787594
10	encrypt	0.059126525999999985
10	nonce	0.049278827659999996
10	decrypt	0.007212814014285715
10	keygen	0.045055623639999993
10	encrypt	0.058325300525
10	encrypt	0.05924463720000002
10	decrypt	0.00886765792
10	decrypt	0.007607925194285714
10	nonce	0.049454724740000004
10	encrypt	0.05699333792500001
10	decrypt	0.006503083054285716
10	encrypt	0.05706288489999998
10	decrypt	0.006194773282857144
11	nonce	0.048069003439999994
11	encrypt	0.058409616475
11	nonce	0.048265543359999996
11	decrypt	0.007065452785714286
11	keygen	0.04818439754000001
11	encrypt	0.058744684175000006
11	encrypt	0.06004827842500002
11	decrypt	0.008400993165714287
11	decrypt	0.008109870088571428
11	nonce	0.04833380270000001
11	encrypt	0.070289917775
11	decrypt	0.006172827039999999
11	encrypt	0.057174431174999985
11	decrypt	0.00623413613142857
12	nonce	0.04811690638
12	encrypt	0.057964008224999995
12	nonce	0.048384094479999994
12	decrypt	0.007176076922857143
12	keygen	0.04563902086000001
12	encrypt	0.058648749850000015
12	encrypt	0.06000735885000001
12	decrypt	0.008753419702857144
12	decrypt	0.007729720654285714
12	nonce	0.04813644531999998
12	encrypt	0.05707149365
12	decrypt	0.006410813091428572
12	encrypt	0.057260577550000004
12	decrypt	0.006303171745714289
13	nonce	0.0485836386
13	encrypt	0.058050518300000006
13	nonce	0.04860777756
13	decrypt	0.007043861377142857
13	keygen	0.04601414568000001
13	encrypt	0.05827275139999999
13	encrypt	0.059583929199999996
13	decrypt	0.008387526562857142
13	decrypt	0.007747148168571427
13	nonce	0.04872860208
13	encrypt	0.06299913204999999
13	decrypt	0.006295088688571429
13	encrypt	0.057071545175000016
