["keygen", 0.070582068, 2.374031414, 50000]
["keygen", 2.374115454, 4.679405211, 50000]
["nonce", 0.0017681180000000002, 2.44443309, 50000]
["encrypt", 2.444552053, 4.7768791870000005, 40000]
["nonce", 0.0015340170000000001, 2.440204962, 50000]
["decrypt", 0.001987162, 2.561525515, 350000]
["keygen", 2.561651645, 4.856187049, 50000]
["encrypt", 4.856237379, 7.202852201, 40000]
["encrypt", 7.202910191, 9.609119274, 40000]
["decrypt", 2.440414019, 5.479148529, 350000]
["decrypt", 4.7770192, 7.399778498, 350000]
["nonce", 7.399839133, 9.971856843, 50000]
["encrypt", 9.971919142, 12.295483683, 40000]
["decrypt", 5.479269487, 7.723231628, 350000]
["encrypt", 7.723296254, 10.025631639, 40000]
["decrypt", 12.295600546, 14.47366618, 350000]
