["keygen", 0.071140809, 2.332387264, 50000]
["keygen", 2.332458124, 4.593001798, 50000]
["nonce", 0.0017996790000000002, 2.386193476, 50000]
["encrypt", 2.386318161, 4.751379201, 40000]
["nonce", 0.001533681, 2.465475064, 50000]
["decrypt", 0.001988086, 2.526472991, 350000]
["keygen", 2.5265990350000003, 4.779380217, 50000]
["encrypt", 4.779431658, 7.112443679, 40000]
["encrypt", 7.112503739, 9.482289227, 40000]
["decrypt", 2.465679104, 5.569359376, 350000]
["decrypt", 4.751521688, 7.414295506, 350000]
["nonce", 7.414351295, 9.887087532, 50000]
["encrypt", 9.887143913, 12.16687743, 40000]
["decrypt", 5.569486581, 7.84556565, 350000]
["encrypt", 7.8456321110000005, 10.128147507, 40000]
["decrypt", 12.166993109, 14.335163758, 350000]
