["keygen", 0.069088754, 2.3966626890000002, 50000]
["keygen", 2.3967354800000003, 4.724064638, 50000]
["nonce", 0.0017883130000000001, 2.451354002, 50000]
["encrypt", 2.451473248, 4.835494473, 40000]
["nonce", 0.0015685410000000001, 2.473893007, 50000]
["decrypt", 0.002007547, 2.579501421, 350000]
["keygen", 2.57964004, 4.900837722, 50000]
["encrypt", 4.900889823, 7.461838663, 40000]
["encrypt", 7.461905807, 9.953791341, 40000]
["decrypt", 2.47410897, 5.493444353, 350000]
["decrypt", 4.835630618, 7.57745288, 350000]
["nonce", 7.577510501, 10.040321239, 50000]
["encrypt", 10.040371434, 12.390667233, 40000]
["decrypt", 5.493569381, 7.720410169, 350000]
["encrypt", 7.720479503, 10.086316563, 40000]
["decrypt", 12.390776145, 14.672400143, 350000]
